name,win_rate,jsd
5m_vs_2m_1,0.9995731711387634,0.032664380736076096
5m_vs_2m_0,0.9995741248130798,0.09129710939072312
5m_vs_2m_2,1.0,0.09234084192641084
5m_vs_2m_3,0.9995778799057008,0.08449939611557604
5m_vs_2m_4,0.9995741248130798,0.05328106279744907
6m_vs_2m_4,0.9995819330215454,0.08719506244977938
6m_vs_2m_3,0.997475802898407,0.09684172820642312
6m_vs_2m_2,0.9991397857666016,0.124312743640081
6m_vs_2m_1,0.9991725087165833,0.042639196977529874
6m_vs_2m_0,0.9982949495315552,0.11858511735926498
likely-monkey-11,,
whole-planet-12,,
