name,win_rate,jsd
2m_vs_2m_0,0.9676911234855652,0.06878600100496048
2m_vs_2m_1,0.9616588354110718,0.05440974096651006
2m_vs_2m_2,0.9648162722587584,0.05969563776396392
2m_vs_2m_3,0.958690583705902,0.07422195340894554
2m_vs_2m_4,0.9570983052253724,0.07953453931432884
2m_vs_1m_0,1.0,0.07334837195561657
2m_vs_1m_1,1.0,0.04220474078372045
2m_vs_1m_2,1.0,0.13345510867754992
2m_vs_1m_3,1.0,0.0839784217489146
2m_vs_1m_4,1.0,0.0843038151236692
2m_vs_3m_1,0.0,0.11914774555443863
2m_vs_3m_0,0.0,0.17799657311801018
2m_vs_3m_2,0.0,0.04872880065322923
2m_vs_3m_3,0.0,0.03745599045457565
2m_vs_3m_4,0.0,0.06959174763859695
3m_vs_1m_0,1.0,0.031966502293452374
3m_vs_1m_2,1.0,0.0196265794790989
3m_vs_1m_1,1.0,0.07163680030574274
3m_vs_1m_3,1.0,0.062116116593995
3m_vs_1m_4,1.0,0.07846978765258156
3m_vs_2m_0,1.0,0.031966502293452374
3m_vs_2m_1,1.0,0.07163680030574274
3m_vs_2m_3,1.0,0.062116116593995
3m_vs_2m_2,1.0,0.0196265794790989
3m_vs_2m_4,1.0,0.07846978765258156
3m_vs_3m_0,0.8881516456604004,0.21589848038326617
3m_vs_3m_1,0.8999064564704895,0.08727129677964633
3m_vs_3m_2,0.897169828414917,0.11668997381507608
3m_vs_3m_3,0.9016544222831726,0.194826778291332
3m_vs_3m_4,0.8993595838546753,0.2499286628337675
4m_vs_1m_0,1.0,0.08791114488101111
4m_vs_1m_0,1.0,0.08791114488101111
4m_vs_1m_1,1.0,0.06105697943314905
4m_vs_1m_2,1.0,0.1886933978890255
4m_vs_1m_4,1.0,0.013896303818137085
4m_vs_2m_4,1.0,0.007492121088899543
4m_vs_2m_3,1.0,0.1420328348832455
4m_vs_2m_2,1.0,0.006050921334439727
4m_vs_2m_1,1.0,0.016115622056487075
4m_vs_3m_1,1.0,0.22388055143659885
4m_vs_3m_0,1.0,0.2300204777863036
4m_vs_3m_2,1.0,0.18410222830509684
4m_vs_3m_3,1.0,0.25462667945060036
4m_vs_3m_4,1.0,0.06310524157765353
4m_vs_1m_3,1.0,0.06105697943314905
