name,num_agents,num_landmarks,reward,jsd,laststep_jsd
easy-eon-125,5.0,5.0,-41.73372650146485,0.5579230452841438,NaN
kind-shape-126,5.0,10.0,-102.01654815673828,0.7408069523805771,0.6776045432457228
glad-salad-127,5.0,10.0,-94.81309509277344,0.7001408610434108,NaN
helpful-blaze-128,5.0,10.0,-121.47119140625,0.740806952380577,NaN
golden-wildflower-129,5.0,10.0,-103.25501251220705,0.6716721780417562,0.5579230452841438
ruby-microwave-130,5.0,10.0,-117.33887481689452,0.6705703992903241,NaN
sandy-water-131,5.0,10.0,-85.6081771850586,0.6818671559210757,NaN
drawn-pyramid-132,5.0,10.0,-113.36906433105467,0.6623655204387525,0.5579230452841438
proud-bird-133,5.0,10.0,-96.60172271728516,0.6818671559210757,0.6776045432457228
young-sponge-134,5.0,10.0,-111.26512145996094,0.740806952380577,NaN
tough-sun-135,5.0,10.0,-96.0730972290039,0.6776045432457228,0.5579230452841438
legendary-violet-136,10.0,2.0,-9.38572883605957,0.5294326920611859,0.5294326920611859
curious-water-137,10.0,2.0,-10.974587440490724,0.5294326920611859,NaN
grateful-deluge-138,10.0,2.0,-11.225122451782228,0.5294326920611859,NaN
smart-sunset-139,10.0,2.0,-9.21000862121582,0.541202966580555,0
fluent-leaf-140,10.0,2.0,-7.548872947692871,0.08313358564890419,NaN
bumbling-terrain-141,10.0,2.0,-10.809975624084473,0.5124542724587124,NaN
ancient-sponge-142,10.0,2.0,-12.7991304397583,0.5035677422293481,0.5579230452841438
hopeful-paper-143,10.0,2.0,-11.469414710998535,0.4771100334526991,0.5579230452841438
elated-dawn-144,10.0,2.0,-12.318799018859863,0.5152427539051445,NaN
laced-valley-145,10.0,2.0,-11.453668594360352,0.5528425581377361,NaN
stilted-durian-146,10.0,3.0,-19.390249252319336,0.5882950800398606,NaN
celestial-leaf-147,10.0,3.0,-14.44788646697998,0.6200558242323095,0.5294326920611859
whole-dust-148,10.0,3.0,-20.527000427246097,0.5588510475662166,NaN
peachy-darkness-149,10.0,3.0,-16.820390701293945,0.6097453637576148,NaN
smart-snow-150,10.0,3.0,-15.664289474487305,0.6288820483542608,0.5579230452841438
hearty-forest-151,10.0,3.0,-18.36786842346191,0.6318423992440807,NaN
major-bush-152,10.0,3.0,-14.73884105682373,0.5754560456585172,0.6776045432457228
bumbling-planet-153,10.0,3.0,-19.542390823364254,0.6704393228321878,0.5579230452841438
charmed-night-154,10.0,3.0,-13.582697868347168,0.646398709938232,0.5579230452841438
fancy-grass-155,10.0,3.0,-18.64557647705078,0.5328426115171454,0.5579230452841438
vocal-planet-156,10.0,5.0,-49.84342193603515,0.6184980916421327,NaN
copper-lake-157,10.0,5.0,-36.6530647277832,0.7240981763600403,NaN
ancient-firebrand-158,10.0,5.0,-39.57814025878906,0.5745272336672671,NaN
drawn-silence-159,10.0,5.0,-39.2734260559082,0.7053951950611687,0.5579230452841438
pleasant-shape-160,10.0,5.0,-45.84024810791016,0.7357243103468375,NaN
rich-wood-161,10.0,5.0,-43.67279815673828,0.6183023342321189,NaN
genial-fog-162,10.0,5.0,-33.181114196777344,0.7016524072000627,0.5579230452841438
snowy-snowflake-163,10.0,5.0,-49.997528076171875,0.6108986720649868,NaN
stoic-dust-164,10.0,10.0,-79.92782592773438,0.7763431645243837,0.4905535352042345
smart-sun-165,10.0,10.0,-108.2979965209961,0.6785890088489209,NaN
super-sky-166,10.0,10.0,-91.73262786865234,0.7503706424034593,NaN
azure-dew-167,10.0,10.0,-95.12274169921876,0.7569849003627643,NaN
magic-bird-168,10.0,10.0,-74.79742431640625,0.7973175363792822,NaN
swept-resonance-169,10.0,10.0,-100.07122039794922,0.7502542757684808,NaN
dazzling-thunder-170,10.0,5.0,-59.797637939453125,0.7241439497506612,NaN
polar-voice-171,10.0,5.0,-37.17605972290039,0.7233448359118505,NaN
ruby-wave-172,10.0,10.0,-100.81678771972656,0.7453556933902103,0.740806952380577
dashing-moon-173,10.0,10.0,-63.680782318115234,0.7584808505737564,0.6776045432457228
tough-moon-174,10.0,10.0,-86.1942367553711,0.7527133654027159,0.7810163551494856
lunar-brook-175,10.0,10.0,-85.07646179199219,0.7125171659723862,0.5579230452841438
driven-universe-176,,,,,
helpful-resonance-177,,,,,
dainty-feather-178,,,,,
